variable_id,variable_name,dataset_id
seasonal,Seasonal,clean_read_hlfs.hlfs_wellbeing_datestamp
prefperm,PrefPerm,clean_read_hlfs.hlfs_wellbeing_datestamp
prefselfemp,PrefSelfEmp,clean_read_hlfs.hlfs_wellbeing_datestamp
prefongoing,PrefOngoing,clean_read_hlfs.hlfs_wellbeing_datestamp
prefownbus,PrefOwnBus,clean_read_hlfs.hlfs_wellbeing_datestamp
dvunderemp,DVUnderEmp,clean_read_hlfs.hlfs_wellbeing_datestamp
wantmorehrs,WantMoreHrs,clean_read_hlfs.hlfs_wellbeing_datestamp
hrswanted,HrsWanted,clean_read_hlfs.hlfs_wellbeing_datestamp
whynotmorehrs,WhyNotMoreHrs,clean_read_hlfs.hlfs_wellbeing_datestamp
dvmorehrslook,DVMoreHrsLook,clean_read_hlfs.hlfs_wellbeing_datestamp
dvmorehrsemp,DVMoreHrsEmp,clean_read_hlfs.hlfs_wellbeing_datestamp
dvmorehrsothemp,DVMoreHrsOthEmp,clean_read_hlfs.hlfs_wellbeing_datestamp
dvmorehrsempag,DVMoreHrsEmpAg,clean_read_hlfs.hlfs_wellbeing_datestamp
dvmorehrsrel,DVMoreHrsRel,clean_read_hlfs.hlfs_wellbeing_datestamp
dvmorehrsother,DVMoreHrsOther,clean_read_hlfs.hlfs_wellbeing_datestamp
morehrsavail,MoreHrsAvail,clean_read_hlfs.hlfs_wellbeing_datestamp
anyhome,AnyHome,clean_read_hlfs.hlfs_wellbeing_datestamp
homehrs,HomeHrs,clean_read_hlfs.hlfs_wellbeing_datestamp
homehrsnr,HomeHrsNR,clean_read_hlfs.hlfs_wellbeing_datestamp
homeusual,HomeUsual,clean_read_hlfs.hlfs_wellbeing_datestamp
jse_qjobsecurity,JSE_qJobSecurity,clean_read_hlfs.hlfs_wellbeing_datestamp
dvneet,DVNEET,clean_read_hlfs.hlfs_wellbeing_datestamp
jobtostart,JobToStart,clean_read_hlfs.hlfs_wellbeing_datestamp
lookforwork,LookForWork,clean_read_hlfs.hlfs_wellbeing_datestamp
dvlook,DVLook,clean_read_hlfs.hlfs_wellbeing_datestamp
dvcontactemp,DVContactEmp,clean_read_hlfs.hlfs_wellbeing_datestamp
dvcontactempag,DVContactEmpAg,clean_read_hlfs.hlfs_wellbeing_datestamp
dvcontactwinz,DVContactWINZ,clean_read_hlfs.hlfs_wellbeing_datestamp
dvcontactrel,DVContactRel,clean_read_hlfs.hlfs_wellbeing_datestamp
dvsetupbus,DVSetUpBus,clean_read_hlfs.hlfs_wellbeing_datestamp
dvlookother,DVLookOther,clean_read_hlfs.hlfs_wellbeing_datestamp
lookftpt,LookFTPT,clean_read_hlfs.hlfs_wellbeing_datestamp
lookftpt_imputed,LookFTPT_Imputed,clean_read_hlfs.hlfs_wellbeing_datestamp
availlastwk,AvailLastWk,clean_read_hlfs.hlfs_wellbeing_datestamp
whynotavail,WhyNotAvail,clean_read_hlfs.hlfs_wellbeing_datestamp
avail4wks,Avail4Wks,clean_read_hlfs.hlfs_wellbeing_datestamp
dvdurunemp,DVDurUnemp,clean_read_hlfs.hlfs_wellbeing_datestamp
wantjob,WantJob,clean_read_hlfs.hlfs_wellbeing_datestamp
whynotjob,WhyNotJob,clean_read_hlfs.hlfs_wellbeing_datestamp
whynotlook,WhyNotLook,clean_read_hlfs.hlfs_wellbeing_datestamp
retired,Retired,clean_read_hlfs.hlfs_wellbeing_datestamp
intendlook,IntendLook,clean_read_hlfs.hlfs_wellbeing_datestamp
whenlook,WhenLook,clean_read_hlfs.hlfs_wellbeing_datestamp
dvtimesincework,DVTimeSinceWork,clean_read_hlfs.hlfs_wellbeing_datestamp
dvoccprev,dvoccprev,clean_read_hlfs.hlfs_wellbeing_datestamp
dvindprev,dvindprev,clean_read_hlfs.hlfs_wellbeing_datestamp
dvprevempstat,dvprevempstat,clean_read_hlfs.hlfs_wellbeing_datestamp
whyleft,WhyLeft,clean_read_hlfs.hlfs_wellbeing_datestamp
dvmainact,DVMainAct,clean_read_hlfs.hlfs_wellbeing_datestamp
schoolyn,SchoolYN,clean_read_hlfs.hlfs_wellbeing_datestamp
schqualyn,SchQualYN,clean_read_hlfs.hlfs_wellbeing_datestamp
dvschqual,DVSchQual,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual1,DVPSQual1,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual2,DVPSQual2,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual3,DVPSQual3,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual4,DVPSQual4,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual5,DVPSQual5,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual6,DVPSQual6,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual7,DVPSQual7,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual8,DVPSQual8,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual9,DVPSQual9,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual10,DVPSQual10,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual11,DVPSQual11,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual12,DVPSQual12,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual13,DVPSQual13,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual14,DVPSQual14,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual15,DVPSQual15,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual16,DVPSQual16,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual17,DVPSQual17,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual18,DVPSQual18,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual19,DVPSQual19,clean_read_hlfs.hlfs_wellbeing_datestamp
dvpsqual20,DVPSQual20,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs1,DVQualYrs1,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs2,DVQualYrs2,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs3,DVQualYrs3,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs4,DVQualYrs4,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs5,DVQualYrs5,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs6,DVQualYrs6,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs7,DVQualYrs7,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs8,DVQualYrs8,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs9,DVQualYrs9,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs10,DVQualYrs10,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs11,DVQualYrs11,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs12,DVQualYrs12,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs13,DVQualYrs13,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs14,DVQualYrs14,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs15,DVQualYrs15,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs16,DVQualYrs16,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs17,DVQualYrs17,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs18,DVQualYrs18,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs19,DVQualYrs19,clean_read_hlfs.hlfs_wellbeing_datestamp
dvqualyrs20,DVQualYrs20,clean_read_hlfs.hlfs_wellbeing_datestamp
dvhqual,DVHQual,clean_read_hlfs.hlfs_wellbeing_datestamp
dvstudy,DVStudy,clean_read_hlfs.hlfs_wellbeing_datestamp
studyyn,StudyYN,clean_read_hlfs.hlfs_wellbeing_datestamp
dis_qseeing,DIS_qSeeing,clean_read_hlfs.hlfs_wellbeing_datestamp
dis_qhearing,DIS_qHearing,clean_read_hlfs.hlfs_wellbeing_datestamp
dis_qwalking,DIS_qWalking,clean_read_hlfs.hlfs_wellbeing_datestamp
dis_qmemory,DIS_qMemory,clean_read_hlfs.hlfs_wellbeing_datestamp
dis_qdressing,DIS_qDressing,clean_read_hlfs.hlfs_wellbeing_datestamp
dis_qcommunicating,DIS_qCommunicating,clean_read_hlfs.hlfs_wellbeing_datestamp
dvdisability,DVDisability,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qfeelaboutlifescale,PWB_qFeelAboutLifeScale,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qthingsworthwhilescale,PWB_qThingsWorthwhileScale,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qhealthexcellentpoor,PWB_qHealthExcellentPoor,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qhappyyest,pwb_qhappyyest,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qanxiousyest,pwb_qanxiousyest,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qcheerful,PWB_qCheerful,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qcalm,PWB_qCalm,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qactive,PWB_qActive,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qrested,PWB_qRested,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qinteresting,PWB_qInteresting,clean_read_hlfs.hlfs_wellbeing_datestamp
dvwho5_raw,DVWHO5_Raw,clean_read_hlfs.hlfs_wellbeing_datestamp
dvwho5,DVWHO5,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qtrustmostpeoplescale,PWB_qTrustMostPeopleScale,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qtrustpol,PWB_qTrustPol,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qtrustparl,PWB_qTrustParl,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qtrusthlth,PWB_qTrustHlth,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qtrustmed,PWB_qTrustMed,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qsafenighthood,PWB_qSafeNightHood,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qdiscriminated,PWB_qDiscriminated,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qfamwellbeing,PWB_qFamWellbeing,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qfamnumber,PWB_qFamNumber,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qfamnumbernr,PWB_qFamNumberNR,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qfamlivehh,PWB_qFamLiveHH,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qfamnumlive,PWB_qFamNumLive,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qfamnumlivenr,PWB_qFamNumLiveNR,clean_read_hlfs.hlfs_wellbeing_datestamp
pwb_qtimelonely,PWB_qTimeLonely,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qmeat,MHS_qMeat,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qgoodshoes,MHS_qGoodShoes,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qclothes,MHS_qClothes,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qinsurance,MHS_qInsurance,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qgivegifts,MHS_qGiveGifts,clean_read_hlfs.hlfs_wellbeing_datestamp
mhss1_qreasonnothave_1,MHSS1_qReasonNotHave_1,clean_read_hlfs.hlfs_wellbeing_datestamp
mhss1_qreasonnothave_2,MHSS1_qReasonNotHave_2,clean_read_hlfs.hlfs_wellbeing_datestamp
mhss1_qreasonnothave_3,MHSS1_qReasonNotHave_3,clean_read_hlfs.hlfs_wellbeing_datestamp
mhss1_qreasonnothave_4,MHSS1_qReasonNotHave_4,clean_read_hlfs.hlfs_wellbeing_datestamp
mhss1_qreasonnothave_5,MHSS1_qReasonNotHave_5,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qnofruit,MHS_qNoFruit,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qlessmeat,MHS_qLessMeat,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qnodoctor,MHS_qNoDoctor,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qnodentist,MHS_qNoDentist,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qlessshops,MHS_qLessShops,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qfeelcold,MHS_qFeelCold,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qoldappliance,MHS_qOldAppliance,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qlimitbymoney,MHS_qLimitByMoney,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qunexpected500,MHS_qUnexpected500,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qbillslate,MHS_qBillsLate,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qinsurancelate,MHS_qInsuranceLate,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qborrow,MHS_qBorrow,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qgothelp,MHS_qGotHelp,clean_read_hlfs.hlfs_wellbeing_datestamp
mhs_qenoughincome,MHS_qEnoughIncome,clean_read_hlfs.hlfs_wellbeing_datestamp
dep17,Dep17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcq_qtrustpaymortgage,HCQ_qTrustPayMortgage,clean_read_hlfs.hlfs_wellbeing_datestamp
hcq_qpaymortgage,HCQ_qPayMortgage,clean_read_hlfs.hlfs_wellbeing_datestamp
hcq_qloansnum,HCQ_qLoansNum,clean_read_hlfs.hlfs_wellbeing_datestamp
hcq_qloansnumnr,HCQ_qLoansNumNR,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmortype_11,HCQS1_qMorType_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmortype_12,HCQS1_qMorType_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmortype_13,HCQS1_qMorType_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmortype_14,HCQS1_qMorType_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmortype_15,HCQS1_qMorType_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmortype_16,HCQS1_qMorType_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmortype_17,HCQS1_qMorType_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayamt_11,HCQS1_qLoanPayAmt_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayamt_12,HCQS1_qLoanPayAmt_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayamt_13,HCQS1_qLoanPayAmt_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayamt_14,HCQS1_qLoanPayAmt_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayamt_15,HCQS1_qLoanPayAmt_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayamt_16,HCQS1_qLoanPayAmt_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayamt_17,HCQS1_qLoanPayAmt_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayamtnr_11,HCQS1_qLoanPayAmtNR_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayamtnr_12,HCQS1_qLoanPayAmtNR_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayamtnr_13,HCQS1_qLoanPayAmtNR_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayamtnr_14,HCQS1_qLoanPayAmtNR_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayamtnr_15,HCQS1_qLoanPayAmtNR_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayamtnr_16,HCQS1_qLoanPayAmtNR_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayamtnr_17,HCQS1_qLoanPayAmtNR_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprd_11,HCQS1_qLoanPayPrd_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprd_12,HCQS1_qLoanPayPrd_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprd_13,HCQS1_qLoanPayPrd_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprd_14,HCQS1_qLoanPayPrd_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprd_15,HCQS1_qLoanPayPrd_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprd_16,HCQS1_qLoanPayPrd_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprd_17,HCQS1_qLoanPayPrd_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprdoth_11,HCQS1_qLoanPayPrdOth_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprdoth_12,HCQS1_qLoanPayPrdOth_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprdoth_13,HCQS1_qLoanPayPrdOth_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprdoth_14,HCQS1_qLoanPayPrdOth_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprdoth_15,HCQS1_qLoanPayPrdOth_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprdoth_16,HCQS1_qLoanPayPrdOth_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprdoth_17,HCQS1_qLoanPayPrdOth_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprdothnr_11,HCQS1_qLoanPayPrdOthNR_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprdothnr_12,HCQS1_qLoanPayPrdOthNR_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprdothnr_13,HCQS1_qLoanPayPrdOthNR_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprdothnr_14,HCQS1_qLoanPayPrdOthNR_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprdothnr_15,HCQS1_qLoanPayPrdOthNR_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprdothnr_16,HCQS1_qLoanPayPrdOthNR_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanpayprdothnr_17,HCQS1_qLoanPayPrdOthNR_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanbalance_11,HCQS1_qLoanBalance_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanbalance_12,HCQS1_qLoanBalance_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanbalance_13,HCQS1_qLoanBalance_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanbalance_14,HCQS1_qLoanBalance_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanbalance_15,HCQS1_qLoanBalance_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanbalance_16,HCQS1_qLoanBalance_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanbalance_17,HCQS1_qLoanBalance_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanbalancenr_11,HCQS1_qLoanBalanceNR_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanbalancenr_12,HCQS1_qLoanBalanceNR_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanbalancenr_13,HCQS1_qLoanBalanceNR_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanbalancenr_14,HCQS1_qLoanBalanceNR_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanbalancenr_15,HCQS1_qLoanBalanceNR_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanbalancenr_16,HCQS1_qLoanBalanceNR_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanbalancenr_17,HCQS1_qLoanBalanceNR_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qarrangeany_11,HCQS1_qArrangeAny_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qarrangeany_12,HCQS1_qArrangeAny_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qarrangeany_13,HCQS1_qArrangeAny_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qarrangeany_14,HCQS1_qArrangeAny_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qarrangeany_15,HCQS1_qArrangeAny_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qarrangeany_16,HCQS1_qArrangeAny_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qarrangeany_17,HCQS1_qArrangeAny_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholiday_11,HCQS1_qMorHoliday_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholiday_12,HCQS1_qMorHoliday_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholiday_13,HCQS1_qMorHoliday_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholiday_14,HCQS1_qMorHoliday_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholiday_15,HCQS1_qMorHoliday_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholiday_16,HCQS1_qMorHoliday_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholiday_17,HCQS1_qMorHoliday_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholmth_11,HCQS1_qMorHolMth_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholmth_12,HCQS1_qMorHolMth_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholmth_13,HCQS1_qMorHolMth_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholmth_14,HCQS1_qMorHolMth_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholmth_15,HCQS1_qMorHolMth_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholmth_16,HCQS1_qMorHolMth_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholmth_17,HCQS1_qMorHolMth_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholmthnr_11,HCQS1_qMorHolMthNR_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholmthnr_12,HCQS1_qMorHolMthNR_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholmthnr_13,HCQS1_qMorHolMthNR_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholmthnr_14,HCQS1_qMorHolMthNR_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholmthnr_15,HCQS1_qMorHolMthNR_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholmthnr_16,HCQS1_qMorHolMthNR_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qmorholmthnr_17,HCQS1_qMorHolMthNR_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qintonly_11,HCQS1_qIntOnly_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qintonly_12,HCQS1_qIntOnly_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qintonly_13,HCQS1_qIntOnly_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qintonly_14,HCQS1_qIntOnly_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qintonly_15,HCQS1_qIntOnly_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qintonly_16,HCQS1_qIntOnly_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qintonly_17,HCQS1_qIntOnly_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qlowerpay_11,HCQS1_qLowerPay_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qlowerpay_12,HCQS1_qLowerPay_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qlowerpay_13,HCQS1_qLowerPay_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qlowerpay_14,HCQS1_qLowerPay_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qlowerpay_15,HCQS1_qLowerPay_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qlowerpay_16,HCQS1_qLowerPay_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qlowerpay_17,HCQS1_qLowerPay_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanarr_11,HCQS1_qLoanArr_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanarr_12,HCQS1_qLoanArr_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanarr_13,HCQS1_qLoanArr_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanarr_14,HCQS1_qLoanArr_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanarr_15,HCQS1_qLoanArr_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanarr_16,HCQS1_qLoanArr_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanarr_17,HCQS1_qLoanArr_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanarrothnr_11,HCQS1_qLoanArrOthNR_11,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanarrothnr_12,HCQS1_qLoanArrOthNR_12,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanarrothnr_13,HCQS1_qLoanArrOthNR_13,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanarrothnr_14,HCQS1_qLoanArrOthNR_14,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanarrothnr_15,HCQS1_qLoanArrOthNR_15,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanarrothnr_16,HCQS1_qLoanArrOthNR_16,clean_read_hlfs.hlfs_wellbeing_datestamp
hcqs1_qloanarrothnr_17,HCQS1_qLoanArrOthNR_17,clean_read_hlfs.hlfs_wellbeing_datestamp
hcq_qpayrent,HCQ_qPayRent,clean_read_hlfs.hlfs_wellbeing_datestamp
hcq_qmortamt,hcq_qmortamt,clean_read_hlfs.hlfs_wellbeing_datestamp
hcq_qmortamtnr,hcq_qmortamtnr,clean_read_hlfs.hlfs_wellbeing_datestamp
hcq_qmortprd,hcq_qmortprd,clean_read_hlfs.hlfs_wellbeing_datestamp
hcq_qmortprdoth,hcq_qmortprdoth,clean_read_hlfs.hlfs_wellbeing_datestamp
hcq_qmortprdothnr,hcq_qmortprdothnr,clean_read_hlfs.hlfs_wellbeing_datestamp
hcq_qrentamt,HCQ_qRentAmt,clean_read_hlfs.hlfs_wellbeing_datestamp
